"";"ring";"early troph";"late troph";"schizont";"early gam";"mature gam";"ookinete"
"PF3D7_1335800.1";7,602772;21,681044;75,467111;58,282323;16,585573;59,16892;18,634566
"PF3D7_1335900.1";6,009774;1,979534;10,859898;6,310812;13,846193;12,838643;23,332419
"PF3D7_1336000.1";40,379997;45,094207;56,766815;56,265661;20,430106;31,723673;21,22262
"PF3D7_1336100.1";4,987519;3,175073;42,38325;59,179414;443,697456;222,299791;27,258177
"PF3D7_1336200.1";4,391842;24,927647;61,774012;10,465158;6,676431;47,584616;82,00522
"PF3D7_1336300.1";7,21218;7,815897;3,162121;15,769721;19,996035;29,030839;5,71501
"PF3D7_1336400.1";10,188319;11,207617;66,729597;53,256595;128,520715;248,685772;37,174595
"PF3D7_1336600.1";10,457522;27,452223;415,121161;37,955433;1521,427758;687,716736;48,782816
"PF3D7_1336700.1";110,7663;24,072756;123,735495;21,371447;374,223426;805,065403;186,246271
"PF3D7_1336800.1";67,441075;100,671431;64,707756;11,287339;32,061126;60,024768;31,579519
"PF3D7_1336900.1";25,998173;76,059003;43,106057;27,501598;14,152689;9,466413;2,60252
"PF3D7_1337000.1";10,776031;49,157124;20,29509;3,291692;9,55003;25,984628;13,262095
"PF3D7_1337100.1";6,983003;59,455371;44,587558;1,867181;37,180832;65,523814;3,558376
"PF3D7_1337200.1";6,169123;33,495696;52,962284;14,522444;3,203974;6,258756;4,521581
"PF3D7_1337300.1";55,651932;81,378964;56,921537;25,896193;9,108042;19,540321;14,978082
"PF3D7_1337400.1";62,848552;38,212185;72,989855;31,345463;25,059292;72,31076;9,353204
"PF3D7_1337500.1";84,397279;47,473948;47,078144;56,192327;22,561432;128,380903;119,393963
"PF3D7_1337700.1";5,252619;0,855092;25,408898;92,080673;8,372017;29,940257;16,926336
"PF3D7_1337800.1";7,059526;1,54727;32,95852;17,777333;2,631691;1,558139;13,445294
"PF3D7_1337900.1";48,192936;45,009011;70,744019;17,959418;86,041218;194,88016;16,045638
"PF3D7_1338000.1";5,599327;44,027287;191,824515;480,858006;60,468011;72,789962;25,493796
"PF3D7_1338100.1";91,772535;236,930243;604,15941;1688,413642;72,245886;58,518261;84,355716
"PF3D7_1338200.1";552,201811;1046,805819;502,360057;73,787446;226,453717;243,811101;120,610066
"PF3D7_1338300.1";550,036426;704,830103;570,778688;353,547753;177,247782;265,145712;113,63387
"PF3D7_1338400.1";7,863289;2,603805;25,999206;11,873073;55,802276;168,988898;50,487011
"PF3D7_1338500.1";3,901501;2,069522;15,353829;10,274345;13,255596;37,492876;16,685128
"PF3D7_1338600.1";3,294352;20,136391;109,386853;67,992549;33,096239;21,178167;54,139144
"PF3D7_1338700.1";4,736501;11,296104;123,074292;64,821666;6,504605;14,428613;226,14523
"PF3D7_1338800.1";2,185808;5,389196;30,900204;14,411124;37,380557;84,114019;179,926738
"PF3D7_1338900.1";5,361538;3,276864;60,733112;44,782087;22,224078;43,280397;465,753699
"PF3D7_1339000.1";2,173944;1,161969;1,994492;2,568721;176,035243;59,784885;78,596323
"PF3D7_1339300.1";468,02247;1704,030057;587,534671;291,308657;118,809473;172,192009;552,040498
"PF3D7_1339400.1";17,500708;11,148402;158,460704;118,035618;675,571362;959,571396;90,32955
"PF3D7_1339500.1";20,983603;15,391899;46,632232;19,405545;99,251237;62,073624;20,076128
"PF3D7_1339600.1";7,086903;12,843243;27,663644;18,657903;6,776085;12,185937;11,575418
"PF3D7_1339700.1";10,080717;14,842219;61,404106;94,843561;11,65881;11,018462;39,677307
"PF3D7_1339900.1";7,181197;7,970554;32,261792;20,956298;12,200552;34,064986;68,787838
"PF3D7_1340000.1";42,879874;18,271354;10,185781;6,667572;4,913676;8,303597;1321,966434
"PF3D7_1340100.1";45,329314;42,71807;40,496054;24,076101;62,884883;332,24352;121,409787
"PF3D7_1340300.1";132,660684;151,533505;42,110138;12,435215;30,753679;40,746729;93,355562
"PF3D7_1340400.1";6,498413;1,033957;0,511295;0;13,425142;276,993426;722,579741
"PF3D7_1340500.1";13,812767;15,178107;19,290022;5,422424;7,239131;66,573822;112,370807
"PF3D7_1340600.1";28,857854;142,381868;137,306436;37,689687;13,010675;19,934046;77,217952
"PF3D7_1340700.1";2,992611;6,982732;298,894343;551,609851;517,364585;448,709273;55,435938
"PF3D7_1340800.1";7,447029;4,99192;148,30286;128,478813;1244,832637;1063,539989;96,03764
"PF3D7_1340900.1";199,005167;747,620386;278,242333;325,164627;218,398048;205,456941;246,125766
"PF3D7_1341200.1";452,209057;1397,460877;867,881364;309,402764;941,017721;362,060373;187,732165
"PF3D7_1341300.1";400,222496;2689,81807;1468,410303;430,020046;2133,299384;583,375173;137,147066
"PF3D7_1341500.1";8,00521;2,890708;25,18965;64,742897;22,022232;44,764616;213,629655
"PF3D7_1341600.1";3,261376;4,356624;35,461115;23,664633;37,870171;44,429189;19,990977
"PF3D7_1341700.1";8,640925;0;1,113572;0;123,805949;326,501481;33,573066
"PF3D7_1341800.1";4,732785;1,890767;23,061606;30,430502;17,23199;146,983899;413,984388
"PF3D7_1341900.1";82,553676;234,065821;213,566369;122,258229;921,234494;663,111086;50,030123
"PF3D7_1342000.1";546,90638;1224,211667;953,882783;439,235185;80,142565;82,296561;141,895586
"PF3D7_1342100.1";21,64706;18,017189;107,415462;155,777769;10,565448;14,077653;64,796373
"PF3D7_1342200.1";4,297006;31,891215;11,417138;7,501208;10,131199;12,366945;2,286842
"PF3D7_1342300.1";3,712218;7,897233;45,001816;17,42623;72,850292;89,916845;10,806267
"PF3D7_1342400.1";61,413571;93,324448;268,747326;90,628425;59,449514;41,666396;49,393241
"PF3D7_1342500.1";2,123157;1,640337;25,794449;28,494051;71,771676;64,240207;32,240534
"PF3D7_1342600.1";7,807525;21,449578;474,713229;418,179777;22,590645;37,887377;621,174552
"PF3D7_1342700.1";304,151741;604,294177;399,168048;39,407184;3094,856441;431,823;100,935629
"PF3D7_1342800.1";34,13979;236,580712;86,832679;20,986178;11,807242;110,85513;120,841239
"PF3D7_1342900.1";12,983044;59,311139;24,37719;6,228998;10,110687;29,55003;32,660161
"PF3D7_1343000.1";395,469046;202,858608;4117,422405;1147,69152;168,949617;80,076847;112,060146
"PF3D7_1343100.1";12,165724;3,582364;182,120143;257,664023;25,599163;103,122295;53,031804
"PF3D7_1343200.1";41,594667;50,653682;59,065825;111,895579;10,308183;47,697394;33,557123
"PF3D7_1343300.1";9,435566;58,829557;160,823644;76,492144;22,503158;54,305752;116,716224
"PF3D7_1343400.1";13,156289;14,05529;31,615669;20,533403;2,216855;7,107571;14,673632
"PF3D7_1343500.1";2,596641;6,143187;85,13157;45,236345;77,808013;220,196033;25,263278
"PF3D7_1343600.1";13,777891;18,956261;25,438752;14,96913;7,703241;19,014291;7,386602
"PF3D7_1343700.1";68,141902;106,678541;84,521145;104,119825;55,645206;25,126563;26,695768
"PF3D7_1343800.1";6,659709;2,678804;23,841059;85,41583;6,997911;34,086707;17,013295
"PF3D7_1343900.1";17,568911;30,376654;41,722464;40,75316;8,229746;24,220745;6,61767
"PF3D7_1344000.1";9,358075;8,77501;25,641641;10,373639;6,38821;12,772919;3,943772
"PF3D7_1344100.1";17,310621;47,930227;38,458514;26,955086;14,983004;32,553001;16,274859
"PF3D7_1344200.1";133,941691;98,976299;214,318154;192,626016;14,185928;21,082267;52,78752
"PF3D7_1344300.1";4,100035;21,526912;88,539444;242,294932;9,395146;31,921337;73,557234
"PF3D7_1344400.1";7,868345;30,776739;66,621924;83,767006;30,708288;307,989588;22,719068
"PF3D7_1344500.1";7,059253;2,305812;68,351591;89,402239;106,321849;541,063362;93,198433
"PF3D7_1344600.1";7,618419;2,604926;32,029814;37,326325;29,966409;122,496789;13,279711
"PF3D7_1344700.1";26,248088;53,219671;44,180206;27,080003;10,06092;20,701547;24,06683
"PF3D7_1344800.1";47,717984;138,018654;99,669001;25,68992;38,45311;248,82778;89,690764
"PF3D7_1344900.1";79,16172;140,56954;34,46044;9,833373;21,197178;43,796135;80,750092
"PF3D7_1345000.1";39,999891;12,921092;19,287096;5,22456;308,413987;380,797733;124,98255
"PF3D7_1345100.1";332,766225;226,20202;111,30559;21,879274;250,851508;324,322218;51,775099
"PF3D7_1345200.1";7,680744;21,20557;62,058367;36,001164;19,714256;67,555765;17,581688
"PF3D7_1345300.1";7,380602;0;235,574341;372,333122;1598,459167;1643,921635;239,620555
"PF3D7_1345400.1";8,209824;21,378526;64,700322;65,710668;14,948755;29,537251;78,32263
"PF3D7_1345500.1";2,400263;7,815404;34,90336;18,292053;37,410886;74,863756;26,161345
"PF3D7_1345600.1";2,762708;2,024447;126,009765;369,402079;184,065947;46,182979;72,319162
"PF3D7_1345700.1";17,418542;48,857626;217,269398;277,658615;41,214387;26,026703;16,002422
"PF3D7_1345800.1";24,871981;28,91626;72,859023;32,275914;27,110423;56,324914;10,38113
"PF3D7_1345900.1";6,903125;36,705981;125,663576;152,358058;395,383616;840,479103;74,663827
"PF3D7_1346000.1";5,734275;3,347709;1,780112;1,530675;6,549824;32,090532;11,59385
"PF3D7_1346100.1";189,826087;456,348408;529,198071;349,65555;152,635142;215,267914;87,157481
"PF3D7_1346200.1";29,344161;26,017633;25,174752;10,708004;192,663236;129,477719;0
"PF3D7_1346300.1";1225,832406;710,421071;883,589201;342,191307;631,224263;460,547251;62,256386
"PF3D7_1346400.1";25,048878;36,946056;64,38595;44,99036;17,938004;55,450443;76,04325
"PF3D7_1346500.1";47,422734;45,018382;18,812343;3,064444;5,257578;18,613788;11,201936
"PF3D7_1346600.1";7,047593;6,429916;25,370088;48,654126;70,857713;122,325572;0
"PF3D7_1346700.1";4,048277;0,768246;6,887767;3,957035;183,808663;162,735418;87,94936
"PF3D7_1346800.1";2,718699;0,80474;0,535016;0;21,333359;167,95074;159,985429
"PF3D7_1346900.1";3,321817;2,327087;106,642662;146,250755;134,583273;476,558777;46,85196
"PF3D7_1347000.1";1,458607;1,231123;11,360985;22,331017;33,924897;37,50968;6,998019
"PF3D7_1347100.1";6,011688;5,617656;57,321903;130,705159;37,831651;159,516204;81,419398
"PF3D7_1347200.1";501,073525;2033,296519;861,512918;199,793121;252,603072;180,672684;73,065803
"PF3D7_1347300.1";20,352761;23,482718;46,728372;19,670504;211,816288;317,699639;21,886296
"PF3D7_1347400.1";10,728105;28,860632;35,399872;18,763026;73,187122;110,388196;104,088319
"PF3D7_1347500.1";1424,61237;934,260316;1242,760103;292,129893;213,480331;174,382125;313,816182
"PF3D7_1347600.1";3,209499;0,252451;13,291751;10,514671;114,21872;1309,595565;117,608114
"PF3D7_1347700.1";154,343312;27,948449;148,338707;73,623243;47,373076;86,549062;67,592398
"PF3D7_1347800.1";9,115063;5,469878;10,976447;10,14379;47,374927;49,96506;101,238859
"PF3D7_1347900.1";2,715584;2,643891;30,771962;33,257779;8,832332;11,651291;17,703712
"PF3D7_1348000.1";3,618023;1,144947;9,773096;22,937737;12,284927;47,597256;4,356606
"PF3D7_1348100.1";4,377988;0,302634;42,404635;77,242244;48,825442;62,005213;16,798654
"PF3D7_1348200.1";13,980158;14,931909;27,561407;18,555033;54,589249;113,892762;159,588105
"PF3D7_1348300.1";19,492898;37,057749;21,460455;7,185488;6,368893;22,754536;31,517536
"PF3D7_1348400.1";4,508651;17,380409;45,967484;18,355563;50,801008;372,093317;94,213277
"PF3D7_1348500.1";4,920209;9,016404;111,580798;236,619398;139,915071;285,310513;107,310286
"PF3D7_1348600.1";4,412612;1,49436;51,580102;167,66002;44,485544;79,173101;27,849425
"PF3D7_1348700.1";2,428755;0,472596;5,134488;6,344794;13,343693;40,562964;24,605508
"PF3D7_1348800.1";3,424169;1,234702;1,765194;2,934396;6,258118;19,513355;58,980646
"PF3D7_1348900.1";17,529851;22,948666;64,003833;7,628772;180,926216;244,767194;84,253212
"PF3D7_1349000.1";2,019021;1,367212;2,31592;0;36,551121;57,064706;38,704912
"PF3D7_1349100.1";7,049719;4,426995;47,59037;76,164361;395,787104;421,87169;33,947592
"PF3D7_1349200.1";155,81911;136,565361;131,402548;76,552286;16,480642;35,189583;60,428721
"PF3D7_1349300.1";13,422024;7,988823;39,595655;44,350556;9,605497;36,683694;58,414327
"PF3D7_1349400.1";35,213747;42,496273;29,233657;54,059673;33,106509;33,650102;10,410751
"PF3D7_1349500.1";25,88173;38,064176;84,056418;116,422342;27,677199;72,231192;50,684933
"PF3D7_1349600.1";19,219176;19,531421;120,127447;50,30627;81,798991;120,790732;46,48908
"PF3D7_1349700.1";12,229747;10,899992;115,074077;228,113874;141,288134;525,917805;42,957848
"PF3D7_1349800.1";18,019943;16,325029;13,364236;12,704469;16,835511;33,06078;4,833319
"PF3D7_1349900.1";3,463625;7,163093;33,909479;7,221796;122,793039;926,750337;99,022041
"PF3D7_1350000.1";3,298286;0,807218;2,570183;0;44,912093;328,080391;148,389977
"PF3D7_1350100.1";98,333706;269,481288;336,916075;151,627672;125,761256;44,486281;84,395169
"PF3D7_1350200.1";142,403234;114,12116;134,616448;83,722204;248,310917;318,309627;122,977183
"PF3D7_1350300.1";63,905595;95,235859;52,546816;30,773995;41,161146;100,876894;44,551773
"PF3D7_1350400.1";7,657248;17,782697;28,206722;91,083645;7,554563;17,873449;24,282661
"PF3D7_1350500.1";36,357187;53,910694;76,480694;123,28841;8,785621;9,239138;25,07629
"PF3D7_1350600.1";2,913355;1,289571;5,494524;9,79217;18,130406;21,716036;0
"PF3D7_1350700.1";5,911882;31,606923;44,240614;22,251481;7,448935;41,230397;9,869342
"PF3D7_1350800.1";6,044153;2,757116;20,72566;19,081475;362,96771;3180,682925;170,155534
"PF3D7_1350900.1";6,978755;5,256464;8,330447;1,908097;15,600673;102,426485;60,048179
"PF3D7_1351000.1";46,011442;116,483787;55,155321;67,068987;14,132745;45,288283;41,566985
"PF3D7_1351100.1";50,482168;56,442469;113,233299;72,585058;138,440555;62,126452;31,527265
"PF3D7_1351200.1";10,846371;32,032529;39,598772;32,17281;9,925991;14,343378;6,32584
"PF3D7_1351300.1";5,553336;0,719846;0,862307;0;6,224793;10,618283;0
"PF3D7_1351400.1";641,303814;1903,636142;1292,534543;564,934822;2720,734656;487,502749;66,4159
"PF3D7_1351600.1";5,976757;3,157316;22,841715;64,838079;62,906638;544,947686;200,763076
"PF3D7_1351700.1";5,221144;6,215045;76,551941;93,457466;1,897751;3,013868;235,844687
"PF3D7_1351800.1.1";79,413984;66,496231;19,925026;24,142629;7,426582;11,814559;0
"PF3D7_1351800.2.1";29,744509;16,937633;3,847424;22,853431;14,562452;9,707477;0
"PF3D7_1351900.1";67,190242;66,126289;67,542723;33,429401;18,503228;53,424031;127,132169
"PF3D7_1352000.1";11,696951;34,037409;25,824531;59,321255;12,038964;38,793345;54,12732
"PF3D7_1352100.1";27,879518;56,548532;39,639406;42,350636;4,015197;18,81724;15,273525
"PF3D7_1352200.1";98,902444;79,185521;36,83794;35,633726;31,231829;47,212591;56,893655
"PF3D7_1352300.1";12,379165;43,267913;69,141457;66,169007;54,49546;94,108098;15,125243
"PF3D7_1352400.1";15,794629;48,677439;55,970579;6,470809;9,955777;22,289333;26,965316
"PF3D7_1352500.1";89,547835;257,708449;1615,452013;4840,488702;314,290097;152,556762;53,962622
"PF3D7_1352600.1";2,201742;0,656215;1,779425;2,114211;11,561993;31,137616;0
"PF3D7_1352700.1";49,674381;89,421861;42,481002;25,387613;8,522853;16,044289;4,355983
"PF3D7_1352800.1";24,823285;71,865826;87,658577;126,273588;72,265793;30,248223;9,663649
"PF3D7_1352900.1";130,626739;1,729322;2,81163;0;2,534078;3,065362;10,706965
"PF3D7_1353000.1";168,012511;141,311964;209,732211;187,400962;9,67144;19,133069;45,140684
"PF3D7_1353100.1";272,153979;963,024411;57,714893;8,763619;46,567886;13,068409;5,269931
"PF3D7_1353200.1";8317,57327;2436,250847;266,48361;52,661135;1217,88732;59,737716;88,391727
"PF3D7_1353300.1";27,770362;104,236737;107,344355;66,431297;32,298983;63,072781;197,39023
"PF3D7_1353400.1";34,27474;55,334386;35,942499;31,991527;18,972358;15,957824;17,304237
"PF3D7_1353500.1";23,217403;35,069706;29,493263;5,273825;22,584285;45,608819;11,310792
"PF3D7_1353600.1";112,574443;134,32552;364,844103;623,892685;72,140414;104,920165;22,848958
"PF3D7_1353700.1";9,599332;68,985272;23,374617;2,140728;205,749398;137,683043;28,538021
"PF3D7_1353800.1";85,326549;197,910666;405,255593;189,128261;640,270024;126,563275;69,168624
"PF3D7_1353900.1";50,024369;202,292965;498,403693;388,425291;357,176406;261,377346;29,364656
"PF3D7_1354000.1";14,177301;19,775226;7,213463;11,59731;196,859259;185,040828;14,588164
"PF3D7_1354100.1";13,632072;28,866434;9,57128;0;11,91384;14,928295;0
"PF3D7_1354200.1";23,567309;45,847873;74,639446;146,190961;37,467849;223,414728;16,544257
"PF3D7_1354300.1";132,134529;158,55343;50,312636;20,830118;13,367801;37,113096;46,392015
"PF3D7_1354400.1";64,596236;342,427672;324,31544;439,67929;513,895051;101,326564;37,172612
"PF3D7_1354500.1";32,890577;256,041242;182,032213;60,398921;10,052056;11,384504;3,106876
"PF3D7_1354600.1";78,314342;164,798566;19,948516;30,477787;60,304688;75,752814;14,117355
"PF3D7_1354700.1";3,027347;1,62276;0,831161;5,223651;8,198244;14,167789;6,195351
"PF3D7_1354800.1";6,797907;8,186681;13,453157;21,534865;31,44496;72,773351;28,905399
"PF3D7_1354900.1";16,35801;30,977504;34,692374;67,798913;9,543323;27,151862;12,833684
"PF3D7_1355100.1";7,38847;15,915547;274,740745;304,722984;7,106981;12,021455;23,715694
"PF3D7_1355200.1";16,738298;4,359622;3,053959;2,563654;6,211696;13,119663;0
"PF3D7_1355300.1";24,61064;22,298741;17,534548;9,021553;13,874381;28,215062;6,642798
"PF3D7_1355500.1";34,348524;74,211246;90,593261;31,625952;22,776496;31,858549;6,623855
"PF3D7_1355600.1";6,206362;3,504258;6,454793;0;29,4048;62,387353;3,762905
"PF3D7_1355700.1";70,613681;155,124266;142,364446;142,925684;38,376845;48,148185;31,420915
"PF3D7_1355800.1";377,088603;532,996176;378,249701;83,529475;954,83533;259,205203;89,137904
"PF3D7_1355900.1";29,983455;18,221278;79,686429;10,744907;70,212232;44,049859;27,451588
"PF3D7_1356000.1";6,605882;3,011798;3,445237;4,808242;10,945381;196,988776;137,872922
"PF3D7_1356100.1";6,177641;32,484215;90,99271;174,043609;70,884494;274,417952;125,214594
"PF3D7_1356200.1";51,887249;167,977201;122,034678;47,353462;590,002923;197,642164;41,314378
"PF3D7_1356300.1";6,419116;11,08496;401,9231;1219,027925;791,304474;190,235481;32,872789
"PF3D7_1356400.1";4,330027;4,629133;31,60115;20,531479;7,112734;9,063991;4,262596
"PF3D7_1356500.1";2,06231;2,932562;7,003669;0;33,380967;55,779428;0
"PF3D7_1356600.1";9,119565;16,262179;33,633618;20,239483;32,02759;18,059459;7,203827
"PF3D7_1356700.1";5,289621;9,925933;19,317164;14,890448;59,110613;36,56311;0
"PF3D7_1356800.1";7,558455;3,567867;40,795745;212,901305;9,281552;57,884382;88,40988
"PF3D7_1356900.1";31,211415;7,058162;110,235363;33,750606;24,614239;15,247398;7,385348
"PF3D7_1357000.1";286,055321;3515,612633;2772,283775;2025,824432;316,362681;92,824848;3,182923
"PF3D7_1357100.1";449,443001;4040,186654;2636,759121;1710,755404;340,918317;33,675609;1,021531
"PF3D7_1357200.1";19,936202;15,99102;41,728058;22,660356;5,034632;22,891662;6,729777
"PF3D7_1357300.1";19,769917;4,10808;3,374731;0;13,827612;33,003008;0
"PF3D7_1357400.1";12,761676;24,021376;27,638976;28,166441;8,210168;43,272561;21,950008
"PF3D7_1357500.1";7,564409;17,806405;90,183253;125,363502;17,298019;10,989198;13,60799
"PF3D7_1357600.1";9,690554;4,822471;36,838897;0;248,259662;475,830274;181,21756
"PF3D7_1357700.1";79,724569;120,466312;26,367935;3,894682;7,129567;27,357776;14,600139
"PF3D7_1357800.1";204,138095;544,509165;378,80214;204,906127;44,072942;17,958515;20,166876
"PF3D7_1357900.1";43,366565;342,757688;115,333961;22,317809;172,112361;172,468842;54,511938
"PF3D7_1358000.1";8,91381;4,043389;61,434423;154,625511;24,24604;30,876834;8,611662
"PF3D7_1358100.1";162,60945;89,805712;44,764889;4,945281;23,625308;44,819852;57,804572
"PF3D7_1358200.1";32,033499;44,384356;45,405475;34,857494;13,192042;29,209553;6,389556
"PF3D7_1358300.1";23,062378;9,948597;35,107334;29,968653;63,403082;88,93131;8,520562
"PF3D7_1358400.1";6,873764;0,92313;51,924951;75,732235;162,408163;253,714474;170,384918
"PF3D7_1358500.1";14,278701;48,793762;12,476779;0;2,417818;7,400335;3,376186
"PF3D7_1358600.1";9,211142;7,484871;22,297238;41,521743;36,464818;644,985103;894,951683
"PF3D7_1358700.1";176,614743;119,09587;273,031153;335,47706;159,331641;271,626159;130,758428
"PF3D7_1358800.1";508,71884;2212,001031;814,456227;171,434251;1336,412593;302,36489;229,323295
"PF3D7_1358900.1";82,503419;79,780129;129,548436;90,730139;49,219533;37,715185;9,46184
"PF3D7_1359000.1";27,948349;63,602335;20,790518;9,694917;8,526689;26,0199;15,001927
"PF3D7_1359100.1";29,651385;35,217893;32,649669;27,238585;12,777485;29,758757;14,157752
"PF3D7_1359200.1";9,959126;19,825862;56,666637;27,369388;90,251041;98,193893;35,529566
"PF3D7_1359300.1";48,550254;81,546129;61,502399;16,962189;18,602511;27,131995;24,315134
"PF3D7_1359400.1";130,347073;782,529913;475,270139;147,051166;64,670544;46,625082;51,025555
"PF3D7_1359500.1";11,599158;11,320869;2,897226;0;13,157226;63,901581;14,84509
"PF3D7_1359600.1";9,911153;259,841726;184,090457;101,932374;8,930899;31,540178;38,638056
"PF3D7_1359700.1";4,541555;2,391702;18,508692;74,10879;3,360712;30,298889;9,813491
"PF3D7_1359800.1";10,308948;3,203175;21,091734;52,001924;66,197506;100,906146;640,853977
"PF3D7_1359900.1";27,653693;38,466649;52,979624;96,775236;4,528184;34,867082;85,264497
"PF3D7_1360000.1";4,74699;9,043304;99,644599;24,690947;1162,705418;466,664637;17,427588
"PF3D7_1360100.1";9,953051;45,152239;123,381038;111,129319;149,589835;109,615952;28,588918
"PF3D7_1360200.1";86,821359;162,255087;84,430208;55,781649;112,933495;60,058757;91,568437
"PF3D7_1360300.1";5,20691;18,431757;10,407657;4,207953;28,171054;40,823139;2,227674
"PF3D7_1360400.1";17,22776;50,820565;29,777632;3,580949;78,83089;111,108382;7,23162
"PF3D7_1360500.1";3,520993;2,088406;5,170288;2,068447;7,999583;40,580654;8,381844
"PF3D7_1360700.1";21,909418;72,730625;139,720646;116,815915;21,244541;30,555133;41,821802
"PF3D7_1360800.1";121,062237;246,450902;248,747224;172,867609;39,099999;60,754523;119,402204
"PF3D7_1360900.1.1";6,779126;17,137821;462,543096;355,396854;119,818992;44,45959;44,787568
"PF3D7_1361000.1";27,04018;31,927221;15,915736;27,158532;9,339643;9,545626;1,940581
"PF3D7_1361100.1";91,310873;37,69473;304,073132;439,741505;70,591569;32,714304;38,828367
"PF3D7_1361200.1";31,988837;77,103261;53,075243;54,680652;15,801559;48,272043;76,845875
"PF3D7_1361300.1";6,303089;3,928833;0,91989;0;558,434916;3451,357545;322,232652
"PF3D7_1361400.1";8,148621;5,594048;50,76574;154,740683;92,460174;168,933798;46,369171
"PF3D7_1361500.1.1";2,05833;3,011763;96,549772;238,14936;28,502106;12,710263;19,687779
"PF3D7_1361500.2.1";1,216687;0;12,038443;0;0;48,864509;0
"PF3D7_1361600.1";7,071663;2,968791;48,48323;42,671535;283,222485;300,213275;15,357987
"PF3D7_1361700.1";4,735923;2,886861;191,691271;36,075436;600,072719;251,408742;24,730087
"PF3D7_1361800.1";3,129989;1,585764;243,050417;515,563171;18,095876;64,71526;231,161285
"PF3D7_1361900.1";10,283933;47,262708;645,957528;383,605172;164,532372;107,172338;66,182124
"PF3D7_1362000.1";5,921814;9,049947;116,582578;38,614208;578,97306;238,861018;65,263326
"PF3D7_1362100.1";8,60566;25,426429;21,993331;12,154149;305,044256;490,379443;371,051981
"PF3D7_1362200.1";48,715482;142,21022;75,533449;27,884648;42,061861;16,658162;13,186009
"PF3D7_1362300.1";22,341055;40,928786;47,384537;29,711092;69,45918;46,113421;11,042583
"PF3D7_1362400.1";23,549424;33,711578;50,526881;55,907509;20,726882;96,689223;37,796512
"PF3D7_1362500.1";4,712618;3,277473;37,771006;56,150535;19,717623;21,375351;4,164704
"PF3D7_1362600.1";4,796293;1,05;22,490716;16,381356;1225,516107;15079,75101;2593,81819
"PF3D7_1362700.1";4,084673;1,886465;27,981081;4,524574;27,845776;53,911115;112,331857
"PF3D7_1362800.1";4,039273;2,141972;26,701252;54,738632;5,129191;11,779636;73,142184
"PF3D7_1362900.1";4,461569;3,461323;9,743015;7,514772;18,652061;291,020253;120,364029
"PF3D7_1363000.1";30,795889;26,416592;7,837308;0;34,720927;31,84057;28,363654
"PF3D7_1363100.1";18,177434;12,954798;50,820181;64,09557;21,025184;35,896336;27,096072
"PF3D7_1363200.1";15,342648;16,827599;21,699129;3,544075;7,123213;10,156858;1,312439
"PF3D7_1363300.1";15,016802;13,690318;30,240198;3,62325;53,887226;73,959814;24,572478
"PF3D7_1363400.1";26,435738;24,643789;68,633099;123,084601;43,527516;70,041772;35,059368
"PF3D7_1363500.1";4,677436;22,789456;82,377583;230,791961;34,576934;37,630202;4,181422
"PF3D7_1363600.1";4,791613;21,417139;41,690405;50,06639;116,519848;69,638819;0
"PF3D7_1363700.1";5,722946;7,663232;29,948691;21,598242;5,90623;17,246811;15,114128
"PF3D7_1363800.1";3,90876;0,384285;10,674511;1,97065;25,922768;67,001015;94,387877
"PF3D7_1364000.1";8,985612;12,21544;41,657437;44,811317;21,563944;33,982135;23,991554
"PF3D7_1364100.1";5,967023;1,17318;235,871533;262,441894;11,027386;39,470534;25,803641
"PF3D7_1364200.1";29,617542;29,4891;46,306849;44,735733;4,682611;11,623148;31,014824
"PF3D7_1364300.1";59,230702;77,157566;31,000042;32,237665;7,726416;24,53863;9,918822
"PF3D7_1364400.1";28,337424;89,47872;36,498067;28,955985;14,974328;20,569673;29,63248
"PF3D7_1364500.1";26,501698;24,848415;32,161608;12,300383;8,834865;21,179158;5,290927
"PF3D7_1364600.1";4,218676;3,738808;47,31362;45,422413;12,372885;29,104759;19,44091
"PF3D7_1364700.1";6,902249;2,240874;13,091529;21,568134;54,730908;72,373052;0
"PF3D7_1364800.1";144,486723;200,401366;156,367093;12,355698;663,896632;209,641458;35,297681
"PF3D7_1364900.1";12,648742;6,907543;14,690842;0;7,351796;7,939907;0
"PF3D7_1365000.1";44,338049;34,064064;68,880362;22,478817;16,463336;85,238466;25,042902
"PF3D7_1365100.1";192,138875;142,483903;200,87553;342,050788;386,404437;143,170859;15,212482
"PF3D7_1365300.1";45,079989;51,761721;41,485593;45,625149;28,63234;55,309887;11,379298
"PF3D7_1365400.1";4,349532;14,715286;11,101065;10,383387;25,350338;23,396678;3,081266
"PF3D7_1365500.1";9,463521;44,828037;79,902009;18,202134;23,918479;56,215232;28,793195
"PF3D7_1365600.1";13,836096;15,550515;46,66805;114,068726;52,551561;65,518546;37,72977
"PF3D7_1365700.1";43,056411;73,451454;120,177149;159,079077;37,556324;62,250564;173,847946
"PF3D7_1365800.1";19,160867;50,04982;64,863234;123,267723;36,65026;46,006586;30,237026
"PF3D7_1365900.1";977,091244;3090,687531;2632,591145;723,786045;8648,987693;3425,714306;418,000877
"PF3D7_1366000.1";82,073499;124,856838;70,526312;72,231543;1001,321438;332,299568;250,658652
"PF3D7_1366100.1";32,13406;11,397137;67,13622;81,762372;141,682005;538,070906;267,915077
"PF3D7_1366200.1";10,388727;20,820361;96,145871;48,200142;132,78754;226,009751;287,098246
