"";"ring";"early troph";"late troph";"schizont";"early gam";"mature gam";"ookinete"
"PF3D7_0504900.1";6,686078;5,58788;344,073645;157,264184;9613,892782;2900,688096;458,09267
"PF3D7_0505000.1";27,34268;118,700571;20,558373;11,292013;17,50449;30,089288;22,255055
"PF3D7_0505100.1";18,749627;58,241483;69,394849;128,548249;12,257071;22,605289;117,411439
"PF3D7_0505200.1";9,551905;29,824997;36,617114;61,302381;11,325328;24,241628;41,856685
"PF3D7_0505300.1";5,485732;1,243361;11,564237;34,286297;9,203917;10,804439;63,503276
"PF3D7_0505400.1";4,986037;11,836093;73,562346;120,962689;9,768189;29,405242;129,247606
"PF3D7_0505500.1";4,812029;16,161546;150,45427;98,936214;12,118492;10,740794;20,840994
"PF3D7_0505600.1";30,950288;21,363775;50,314588;28,501234;44,548551;642,357674;48,707708
"PF3D7_0505700.1";31,476579;54,057845;119,639325;88,799104;22,752292;23,854751;62,044075
"PF3D7_0505800.1";1160,68404;1546,827417;1965,784413;622,376821;7452,044774;2382,083042;244,089962
"PF3D7_0505900.1";74,806032;135,761791;528,336469;271,038297;4162,120649;588,341609;133,218474
"PF3D7_0506000.1";55,497466;67,033149;54,304267;89,133263;175,646823;324,025782;28,251445
"PF3D7_0506100.1";47,616219;132,074733;65,281725;9,284533;83,538619;484,272544;155,496303
"PF3D7_0506200.1";19,580345;26,197468;26,163824;13,401052;46,247153;186,107092;27,182915
"PF3D7_0506300.1";6,79586;22,533454;36,475531;26,422081;6,74949;12,69951;89,602551
"PF3D7_0506400.1";4,650842;0;3,821489;0;254,086383;2580,073312;1206,668975
"PF3D7_0506500.1";5,164519;30,795631;28,256973;21,183933;9,639171;33,819689;123,13787
"PF3D7_0506600.1";6,8444;5,648304;6,120582;5,130868;51,015462;70,386148;0
"PF3D7_0506700.1";25,869674;140,289273;308,976881;1531,070362;19,692623;34,801359;23,888217
"PF3D7_0506800.1";88,945516;70,111847;73,746914;57,385153;26,475237;46,237032;107,332794
"PF3D7_0506900.1";23,925905;6,847252;335,097221;1119,416505;62,960377;299,004392;459,292768
"PF3D7_0507000.1";60,878968;19,280875;22,158265;27,652604;229,90596;291,364534;533,47521
"PF3D7_0507100.1";1108,81648;3467,311614;1393,559446;848,5091;148,606259;82,762599;888,933873
"PF3D7_0507200.1";6,355724;10,539586;64,896901;115,058067;19,178279;136,954609;150,758644
"PF3D7_0507300.1";5,073368;1,182982;13,418446;39,841559;0,806751;5,189512;664,627085
"PF3D7_0507400.1";3,753784;0,638528;51,744925;339,251767;22,76249;32,650379;108,774454
"PF3D7_0507500.1";4,721572;4,065921;56,407249;104,591919;7,043913;6,472721;48,058635
"PF3D7_0507600.1";38,749304;92,805894;118,206697;48,040419;29,620343;22,315919;63,728794
"PF3D7_0507700.1";58,343951;99,21754;141,668779;92,083998;35,822548;66,585958;94,358459
"PF3D7_0507800.1";98,915665;128,01281;72,017185;69,935542;19,209633;32,060167;79,338275
"PF3D7_0507900.1";81,317385;111,943548;68,430266;19,556787;203,515935;44,273044;13,319051
"PF3D7_0508000.1";14,51207;2,676518;297,71893;640,407359;79,217203;956,03469;34,953236
"PF3D7_0508100.1";4,577111;1,817007;195,256472;500,066801;39,696095;45,650754;22,506508
"PF3D7_0508200.1";3,083242;3,193564;68,340613;93,872577;935,342186;802,988409;185,310304
"PF3D7_0508300.1";70,788153;190,412909;229,825014;191,45039;112,906592;37,760959;18,718982
"PF3D7_0508400.1";6,362754;8,942235;18,49694;40,502288;2,748444;2,940648;523,354563
"PF3D7_0508500.1";7,801488;2,340124;37,422995;114,904365;10,509072;11,716358;9,860926
"PF3D7_0508600.1";18,039146;10,507128;61,312147;215,557755;119,89466;174,151489;77,927814
"PF3D7_0508700.1";20,833175;46,648785;43,233241;23,799371;19,529973;43,772261;119,062149
"PF3D7_0508800.1";5,305659;34,257261;166,203687;96,606758;8,154676;76,076141;41,537868
"PF3D7_0508900.1";5,961384;5,516666;106,304392;165,081214;25,006458;23,502128;75,686488
"PF3D7_0509000.1";31,236252;50,451704;225,514672;187,154252;237,295167;341,458487;329,68726
"PF3D7_0509100.1";8,813949;9,070522;134,302188;134,82583;48,353534;21,584093;58,130298
"PF3D7_0509200.1";11,722042;6,193456;7,705788;3,437504;46,30298;82,605888;75,022141
"PF3D7_0509300.1";181,028865;369,22946;121,051963;75,816593;233,303727;198,468688;167,598012
"PF3D7_0509400.1";72,261695;192,916744;38,784154;14,74512;9,356342;17,754545;13,500126
"PF3D7_0509500.1";7,098825;10,936463;22,356416;36,407502;8,838651;92,973922;47,012659
"PF3D7_0509600.1";13,530691;39,085489;52,774454;13,507627;7,445755;25,403572;72,367255
"PF3D7_0509700.1";2,571469;6,952611;7,639544;2,937144;65,045891;529,608279;500,984221
"PF3D7_0509800.1";55,941643;118,8326;95,123694;78,22567;33,17616;40,99662;68,715349
"PF3D7_0509900.1";10,441444;12,61599;25,467579;30,197243;29,039403;79,192493;7,37996
"PF3D7_0510000.1";3,885174;2,337434;35,913878;42,352716;66,662203;91,845069;17,89037
"PF3D7_0510100.1";7,845645;32,99154;201,139033;200,305543;17,926813;32,394741;27,585452
"PF3D7_0510200.1";20,768536;55,180792;56,281845;88,337197;32,318799;27,418559;14,98754
"PF3D7_0510300.1";5,425436;1,292044;2,848841;0;611,061987;670,348407;486,849297
"PF3D7_0510400.1";15,104544;19,630099;8,485426;3,016639;5,327509;15,402333;32,183152
"PF3D7_0510500.1";16,000865;69,952664;87,267894;44,212544;12,112353;45,251828;34,134853
"PF3D7_0510700.1";2,27634;1,699757;0;0;21,648653;484,751668;27,43338
"PF3D7_0510800.1";2,828857;0,616755;2,293224;1,44859;25,227819;38,291523;21,14034
"PF3D7_0511000.1";382,758247;837,900033;892,869978;741,996074;1613,739622;4193,068252;515,350238
"PF3D7_0511100.1";13,064971;20,636118;29,712695;0;699,446582;3392,046593;98,478339
"PF3D7_0511200.1";7,688004;3,465683;196,961737;500,882921;33,233164;262,029762;16,225503
"PF3D7_0511300.1";3,735568;23,707321;21,893563;15,856488;5,956309;18,767678;26,966896
"PF3D7_0511400.1";4,086744;4,577049;5,041149;2,702511;6,455921;10,551963;16,560134
"PF3D7_0511500.1";111,249015;222,840476;86,588953;61,849923;18,57214;55,169186;56,970008
"PF3D7_0511600.1";60,2036;12,611437;38,923945;125,509831;24,434369;17,915954;5,656063
"PF3D7_0511700.1";104,174591;29,659381;31,607726;101,152624;98,215435;24,88615;12,681752
"PF3D7_0511800.1";111,550876;67,443279;317,255899;343,626505;20,00889;82,454582;193,179002
"PF3D7_0511900.1";5,901144;10,808292;13,822186;31,774202;8,35349;9,35808;0
"PF3D7_0512000.1";128,605051;574,235393;338,771804;262,342161;6176,556189;3207,661178;414,824337
"PF3D7_0512100.1";16,589377;6,465863;33,479131;29,635574;309,05355;1172,258447;183,324325
"PF3D7_0512200.1";15,936489;44,054483;28,629804;13,331555;13,405261;84,141549;21,662123
"PF3D7_0512300.1";26,421794;45,631949;42,152872;9,964323;48,802749;101,263424;113,524579
"PF3D7_0512400.1";12,634162;6,030823;2,494591;0;14,724088;54,981724;469,016646
"PF3D7_0512500.1";6,317004;6,802011;34,574011;37,189383;14,741302;35,844564;10,568694
"PF3D7_0512600.1";130,059403;91,194444;642,819881;692,574704;1522,22931;1366,900238;146,433885
"PF3D7_0512700.1";18,350996;41,787467;21,599445;5,172979;48,454619;77,219592;24,590698
"PF3D7_0512800.1";6,692757;26,841934;27,194696;4,611108;23,871685;38,335998;32,757261
"PF3D7_0512900.1";12,808688;34,687237;79,805967;54,244339;6,676128;18,089672;9,375264
"PF3D7_0513000.1";10,152237;27,090895;48,202719;20,607981;201,750876;803,59742;325,448546
"PF3D7_0513100.1";35,967822;13,858318;172,445289;291,537524;333,613075;1377,016772;96,141201
"PF3D7_0513200.1";58,906034;51,787916;54,446017;63,616708;13,067348;29,687128;53,966685
"PF3D7_0513300.1";170,13043;904,09166;1132,825933;384,493708;493,27025;95,533162;290,316354
"PF3D7_0513400.1";6,538321;17,705808;42,097228;5,30121;60,902094;141,533123;56,763068
"PF3D7_0513500.1";16,133868;61,321255;51,395136;7,922547;226,303495;491,680779;117,303961
"PF3D7_0513600.1";13,921966;96,299857;218,648437;78,252247;124,820735;188,451276;713,357453
"PF3D7_0513700.1";3,5281;1,846094;7,851113;2,256673;39,507462;247,94409;148,758209
"PF3D7_0513800.1";9,545342;19,722003;262,519659;142,683967;561,3089;1269,405627;221,816069
"PF3D7_0513900.1";2,617754;8,21953;49,786473;59,296356;189,879977;152,971853;95,095115
"PF3D7_0514000.1";2,442483;1,30237;14,93359;11,978463;9,547485;38,520246;57,363123
"PF3D7_0514100.1";4,763952;8,447885;55,947636;85,615568;28,412962;47,1657;50,85626
"PF3D7_0514200.1";3,122838;9,669588;54,452922;57,830472;13,393701;36,16281;24,182642
"PF3D7_0514300.1";14,218488;48,848343;52,285215;37,859225;15,772676;20,608217;22,910208
"PF3D7_0514500.1";5,625606;3,458693;5,077542;3,394361;712,404683;2211,719873;690,90816
"PF3D7_0514600.1";49,8226;141,627396;78,324599;35,818185;231,600415;275,033779;43,397113
"PF3D7_0514700.1";4,26121;1,293169;1,72751;1,68616;5,652509;14,850432;5,068687
"PF3D7_0514800.1";13,728345;24,483355;30,463483;37,30278;5,358421;10,229336;9,77548
"PF3D7_0514900.1";75,908055;43,424443;67,659964;42,804888;104,213904;185,615051;26,418662
"PF3D7_0515000.1";26,011827;109,921108;200,135594;87,810866;18,420516;36,629451;82,54559
"PF3D7_0515100.1";5,911092;13,11782;66,043264;47,608091;105,642266;90,094638;25,447206
"PF3D7_0515200.1";6,828246;7,630811;48,048273;11,491474;217,666142;382,913539;67,815291
"PF3D7_0515300.1";19,607875;55,61964;95,33336;252,1244;28,594716;44,665829;29,392787
"PF3D7_0515400.1";5,292208;0,984721;85,12423;220,103096;3,153901;107,010293;268,667488
"PF3D7_0515500.1";2,855668;0,554028;6,572759;3,985504;34,717475;103,157439;31,963855
"PF3D7_0515600.1";4,126341;1,751943;11,784998;16,67455;35,382227;70,708707;82,803143
"PF3D7_0515700.1";21,338532;8,953575;1310,462592;3441,865366;892,838287;166,647264;220,887897
"PF3D7_0515800.1";35,304877;111,45187;215,921806;0;656,592559;612,945099;29,852793
"PF3D7_0515900.1";7,653115;62,935295;79,123715;159,71975;32,711621;93,653162;11,661359
"PF3D7_0516000.1";6,253436;44,945784;22,247077;12,696251;15,583777;36,239502;9,686131
"PF3D7_0516100.1";5,653034;9,534992;12,831909;11,665803;14,984587;32,427809;6,761848
"PF3D7_0516200.1";534,325777;1862,297294;848,426709;380,440193;2596,583737;632,324404;123,980243
"PF3D7_0516300.1";20,929701;40,39502;21,079858;1,551493;8,278044;14,37144;25,833838
"PF3D7_0516400.1";5,812662;36,008066;99,887539;1529,639606;123,572302;375,278766;314,973207
"PF3D7_0516500.1";6,281893;4,393223;35,422348;25,320835;164,474717;1087,540935;467,750005
"PF3D7_0516600.1";16,816641;73,366318;64,949213;69,927973;12,13623;16,236379;21,59871
"PF3D7_0516700.1";16,674623;34,200085;75,808623;111,602374;16,76511;11,287819;25,532257
"PF3D7_0516800.1";9,148178;6,355346;154,334345;144,414908;27,008289;123,436063;199,842748
"PF3D7_0516900.1";404,66274;5370,833854;1981,815626;2603,948283;408,92348;168,509294;172,656083
"PF3D7_0517000.1";737,460616;2444,847747;1518,005034;286,068188;3313,10448;823,893876;409,915526
"PF3D7_0517100.1";32,151083;35,36367;30,089464;15,693021;24,121056;37,399077;28,810096
"PF3D7_0517200.1";113,566121;30,550982;22,472737;14,644966;5,099367;22,9867;801,395456
"PF3D7_0517300.1";673,952748;859,460233;570,236675;227,852211;264,021825;124,022535;111,038019
"PF3D7_0517400.1";66,245283;157,043841;322,739691;630,334896;77,754048;42,756837;353,847648
"PF3D7_0517500.1";12,221601;5,532236;8,507949;28,686288;36,488422;120,835992;57,251224
"PF3D7_0517600.1";6,511169;4,919173;7,605493;17,967786;33,873325;75,221068;23,255425
"PF3D7_0517700.1";111,234407;204,014299;148,883756;35,228829;55,548077;31,893728;56,683718
"PF3D7_0517800.1";9,866089;3,888816;4,530975;2,553966;39,00945;423,477083;90,144956
"PF3D7_0517900.1";8,717584;3,909365;115,273542;148,493582;35,61261;46,111302;20,713481
"PF3D7_0518000.1";67,665719;41,198857;68,806679;63,13931;135,021602;223,436505;69,985211
"PF3D7_0518100.1";7,931161;30,450188;30,567463;14,632533;7,639255;23,443254;83,39499
"PF3D7_0518200.1";11,005533;3,777751;309,835765;400,634027;264,062744;722,515278;117,273406
"PF3D7_0518300.1";82,403383;145,69014;483,837453;240,092066;617,718757;272,39398;35,263292
"PF3D7_0518400.1";4,538857;1,467571;8,377201;0;24,199157;177,470543;46,106037
"PF3D7_0518500.1";65,987412;64,753451;94,570437;37,363426;18,013581;19,485807;42,670926
"PF3D7_0518600.1";6,176784;2,964847;69,856303;57,03044;77,20391;87,100397;76,289557
"PF3D7_0518700.1";4,986737;2,230354;11,126103;4,377646;13,654353;119,312747;149,343398
"PF3D7_0518800.1";2,782652;0,498144;0,549193;0;1607,735657;3808,597041;1147,656621
"PF3D7_0518900.1";2,52053;2,591485;1,125774;0;111,657388;77,91515;506,470256
"PF3D7_0519000.1";3,51641;30,020703;24,513787;11,329878;14,975388;44,203322;48,353039
"PF3D7_0519100.1";43,88209;35,674782;116,279701;78,580243;227,251122;189,699093;71,225129
"PF3D7_0519200.1";327,164571;2085,227259;2222,612821;3637,191915;7048,381403;2477,017296;493,564284
"PF3D7_0519300.1";6,744363;8,518306;69,846918;17,57367;43,486008;38,440865;19,020425
"PF3D7_0519400.1";1547,401307;2073,475471;1485,930627;675,471752;2340,665754;1338,957362;409,198686
"PF3D7_0519500.1";19,230445;183,03066;58,732132;45,68614;17,43552;34,707836;43,93931
"PF3D7_0519600.1";29,860659;42,421844;57,958311;19,299871;7,913526;9,122561;4,731753
"PF3D7_0519700.1";227,989099;220,81148;250,758169;201,255313;91,733002;169,509512;127,005304
"PF3D7_0519800.1";86,617985;287,637419;109,015193;92,6376;67,613894;48,261102;714,695338
"PF3D7_0519900.1";6,306861;23,308939;34,835137;22,953448;19,761085;38,846478;41,708798
"PF3D7_0520000.1";968,219956;2624,457302;1130,686945;636,632085;1654,903788;546,72892;290,226066
"PF3D7_0520100.1";24,129726;59,493739;36,086896;18,237546;30,893045;39,619907;9,358052
"PF3D7_0520200.1";10,661888;55,813778;57,76032;31,148866;11,212896;13,623256;29,818101
"PF3D7_0520300.1";481,621292;696,827825;379,485375;129,769873;1402,118334;603,86312;106,307341
"PF3D7_0520400.1";8,252137;26,979508;94,5042;60,699416;20,349367;36,428691;7,398478
"PF3D7_0520500.1";28,471181;31,690856;51,510257;132,452284;16,07349;40,517257;3,867134
"PF3D7_0520600.1";187,802957;277,635584;134,383173;45,132866;463,00032;82,916261;24,685301
"PF3D7_0520700.1";16,880478;58,009869;27,314026;21,017037;9,582195;27,391913;2,117254
"PF3D7_0520800.1";13,54001;30,710685;50,9865;21,711416;4,844439;8,145729;8,213283
"PF3D7_0520900.1";113,410506;257,031155;1265,564016;963,319365;63,357633;29,719045;28,46681
"PF3D7_0521000.1";46,033037;65,792142;39,867744;3,747966;19,505208;90,665981;63,948682
"PF3D7_0521100.1";2,254436;1,162821;2,414741;4,100452;3,333262;6,05505;1,048358
"PF3D7_0521200.1";6,691725;3,752788;17,873905;0;17,001221;61,274125;34,238043
"PF3D7_0521300.1";38,591682;38,371496;39,388207;19,927518;28,293747;58,765895;19,087856
"PF3D7_0521400.1";6,988462;24,825197;42,451685;65,387937;7,029915;21,054678;10,260165
"PF3D7_0521500.1";7,234165;31,580275;40,375011;25,221113;4,527787;13,901127;8,751653
"PF3D7_0521600.1";11,625227;15,378999;11,87268;0;29,309719;208,367548;81,401615
"PF3D7_0521700.1";13,290624;12,461457;15,572722;12,702588;6,565794;6,326731;3,750662
"PF3D7_0521800.1";7,731533;2,28787;15,451754;18,067545;21,527908;17,721222;7,278428
"PF3D7_0521900.1";6,660393;0,886532;3,162007;0,877669;15,852699;43,171533;14,401409
"PF3D7_0522000.1";45,880091;155,287896;98,033248;18,508072;1324,500861;1556,129527;89,993077
"PF3D7_0522100.1";3,909667;2,266882;36,014209;71,622538;23,33418;51,269113;26,682976
"PF3D7_0522200.1";150,443855;82,032104;116,566168;113,416451;786,66915;682,043796;50,359337
"PF3D7_0522300.1";40,004222;107,019683;56,409154;9,982805;72,924423;48,298361;3,323048
"PF3D7_0522400.1";5,236334;2,733585;42,043634;98,903129;18,347835;56,051425;16,060643
"PF3D7_0522500.1";2,274956;5,489004;137,978224;109,410705;448,623058;204,47649;52,304265
"PF3D7_0522600.1";1,976285;19,623891;88,385732;413,813272;24,450215;29,437899;23,910431
"PF3D7_0522700.1";2,884645;5,179742;29,443111;50,792468;10,981666;192,836466;119,733584
"PF3D7_0522800.1";66,973659;160,372586;74,096057;42,098106;234,092748;194,027368;207,813992
"PF3D7_0522900.1";5,563461;3,198067;7,171034;4,174269;10,455314;43,01818;389,844245
"PF3D7_0523000.1";287,80242;634,504441;246,293335;95,312768;35,442785;61,744474;105,675536
"PF3D7_0523100.1";25,355799;108,650688;152,118095;155,63565;37,026045;15,087095;15,1185
"PF3D7_0523200.1";13,333081;67,085866;35,018521;75,230883;10,454103;23,930426;6,565337
"PF3D7_0523300.1";10,875926;61,248906;302,431012;356,683438;6396,835976;818,313462;83,165761
"PF3D7_0523400.1";13,608753;55,001961;112,18105;60,30046;19,507305;40,304668;164,075202
"PF3D7_0523500.1";4,993108;11,66061;35,997853;0;869,739358;411,953795;62,181918
"PF3D7_0523600.1";4,145817;13,46846;134,829392;226,473098;377,972937;75,1084;25,386091
"PF3D7_0523700.1";4,674579;10,18047;9,543536;17,128486;7,912386;26,127834;9,163807
"PF3D7_0523800.1";25,182299;6,567443;38,369385;16,467163;29,953589;53,399054;19,028425
"PF3D7_0523900.1";58,468645;58,050661;82,116444;172,269983;364,550836;200,819419;152,123924
"PF3D7_0524000.1";331,30648;370,946532;451,699221;163,438563;14,561131;25,558011;63,895083
"PF3D7_0524100.1";83,548466;26,355618;33,419562;21,717926;19,974336;77,460267;31,839235
"PF3D7_0524200.1";7,647834;1,560732;24,794798;17,243285;269,267086;110,958914;14,26966
"PF3D7_0524300.1";40,620805;46,094704;64,514709;26,849558;29,028149;46,518768;11,522322
"PF3D7_0524400.1";27,537099;138,580738;136,71103;34,302811;35,30002;33,761745;20,78405
"PF3D7_0524500.1";81,886147;70,508866;149,680154;115,427146;132,617909;172,390677;38,047018
"PF3D7_0524600.1";19,427321;15,002769;217,112446;283,649172;240,877062;488,848983;58,595216
"PF3D7_0524700.1";140,450525;426,998665;183,981097;59,3691;1957,176059;427,612143;108,037529
"PF3D7_0524800.1";11,40754;24,371227;22,714234;38,359828;32,060477;72,708867;3,81217
"PF3D7_0524900.1";104,509011;163,684125;60,202238;17,970846;37,9427;50,987368;21,085412
"PF3D7_0525000.1";17,95135;445,622016;80,666676;15,773612;33,608066;32,02618;173,065596
"PF3D7_0525100.1";84,637773;151,206207;352,05107;110,483018;33,92143;64,552324;241,423227
"PF3D7_0525200.1";27,063337;32,969656;105,720641;179,529881;27,56837;37,819364;47,942602
"PF3D7_0525300.1";12,258312;1,626861;35,065623;44,584291;62,578394;947,513306;35,804693
"PF3D7_0525400.1";9,115223;3,792894;69,34987;146,016809;98,447134;140,654021;40,066608
"PF3D7_0525500.1";25,968018;44,759185;11,061083;4,735357;5,728021;11,525922;3,563772
"PF3D7_0525600.1";1,482483;29,609034;78,439499;54,099929;76,426755;27,75819;31,606808
"PF3D7_0525700.1";7,517738;18,3415;262,473752;337,135329;934,049956;102,299311;211,024558
"PF3D7_0525800.1";2,137085;4,533518;416,071286;429,988913;18,622948;28,964152;317,793152
"PF3D7_0525900.1";1,602698;0,505812;1,460768;0;49,975422;185,403448;202,259813
"PF3D7_0526000.1";6,341316;40,248497;37,162631;54,084682;39,897546;96,002845;13,743312
"PF3D7_0526100.1";8,816757;17,316218;43,754204;11,691702;83,30894;679,982437;25,861439
"PF3D7_0526200.1.1";3,922697;18,905594;78,022692;85,021229;7,40735;32,26284;16,372643
"PF3D7_0526200.2.1";5,5021;3,900103;8,67921;15,432822;8,536947;31,36602;12,514104
"PF3D7_0526300.1";45,827526;46,810472;41,952614;31,633534;75,332689;136,310717;52,011181
"PF3D7_0526400.1";3,616631;4,020481;32,458128;89,48837;98,488398;491,742695;44,654762
"PF3D7_0526500.1";70,771336;91,590611;64,700078;28,625048;19,350703;28,130815;21,724512
"PF3D7_0526600.1";6,01723;5,571599;28,828342;5,125229;3,45293;6,645497;98,767825
"PF3D7_0526700.1";20,360543;46,848454;99,378093;32,415692;10,157497;31,397043;36,117492
"PF3D7_0526800.1";337,953646;292,39115;284,926426;102,694383;172,060609;72,714358;33,522694
"PF3D7_0526900.1";654,68239;239,102708;375,214501;302,914959;168,596793;675,067365;47,451809
"PF3D7_0527000.1";21,25986;36,604319;1003,19672;1172,014603;61,423073;90,108101;91,412269
"PF3D7_0527100.1";282,290381;509,382266;1127,515825;1022,463546;1063,201483;366,159674;88,053421
"PF3D7_0527200.1";26,312792;124,463219;232,81399;332,914795;21,675477;20,725078;54,585988
"PF3D7_0527300.1";27,822598;99,369604;98,799587;47,067036;64,803957;129,095913;35,540371
"PF3D7_0527400.1";198,619347;128,621683;51,656765;36,10115;160,376178;204,490378;57,22226
"PF3D7_0527500.1";186,940992;435,989695;397,582394;49,994249;188,435868;144,107907;121,999931
"PF3D7_0527600.1";9,244643;42,588714;130,714495;104,115013;40,081077;121,454076;82,247322
"PF3D7_0527900.1";117,181694;99,453849;74,259346;14,172924;21,646301;14,271183;30,190946
"PF3D7_0528000.1";29,026833;117,330078;189,304534;350,197337;248,275385;936,920511;70,369622
"PF3D7_0528100.1";68,506852;121,186148;164,577425;214,087959;21,914491;24,14775;40,58145
"PF3D7_0528200.1";163,687556;294,117774;230,080807;92,576254;100,640934;140,187043;20,291212
"PF3D7_0528300.1";1,225659;1,439502;27,798384;42,502476;4,073918;10,862738;83,202332
"PF3D7_0528400.1";3,694866;2,095526;103,795034;239,856016;33,854299;208,309896;296,622526
"PF3D7_0528500.1";8,819802;8,264752;46,90481;42,955564;167,995491;265,171018;54,322891
"PF3D7_0528600.1";94,27825;85,959883;47,174244;18,902104;227,58408;916,722605;131,773143
"PF3D7_0528700.1";101,47033;123,156377;247,126487;33,861402;1273,1151;953,391008;127,052332
"PF3D7_0528800.1";70,84196;80,987394;25,737421;2,59615;14,871059;50,339766;55,540051
"PF3D7_0528900.1";19,360694;5,030799;2,81392;2,770567;222,965964;3269,370913;247,53017
"PF3D7_0529000.1";45,66493;112,364455;106,67478;83,554779;12,145504;20,962609;37,308603
"PF3D7_0529100.1";2,62318;15,374651;59,725541;26,023989;325,353529;404,804592;33,416222
"PF3D7_0529200.1";3,832157;3,259852;18,916796;7,424906;43,881479;63,508706;11,989469
"PF3D7_0529300.1";5,809613;12,731882;40,394273;30,649678;14,496809;97,269091;20,519504
"PF3D7_0529400.1.1";8,261574;49,856222;203,874097;325,306204;34,713596;34,62977;13,549158
"PF3D7_0529400.2.1";0,576262;8,8e-05;4,922327;47,32009;9,918953;36,287543;0,770931
"PF3D7_0529500.1";69,459113;74,835427;120,534008;57,445866;570,012756;91,281808;5,469631
"PF3D7_0529700.1";2,569803;4,979223;12,00412;10,021374;7,1322;19,492726;3,865476
"PF3D7_0529800.1";6,127668;9,984856;56,035788;66,918275;16,990806;30,800503;49,434834
"PF3D7_0529900.1";131,186751;203,362025;327,660784;892,810732;446,832199;412,20948;83,022675
"PF3D7_0530000.1";14,084552;11,832499;109,489445;17,155802;247,148007;296,259652;258,260585
"PF3D7_0530100.1";29,340144;25,917368;89,855328;45,057888;30,98405;105,280213;146,354026
"PF3D7_0530200.1";5,276707;4,887069;103,08232;55,82485;21,587184;47,793927;60,866586
"PF3D7_0530300.1";6,545444;5,436796;114,070309;571,809363;23,282986;77,133588;41,433328
"PF3D7_0530400.1";4,075629;14,982717;17,70981;10,639499;38,92836;48,035356;4,177053
"PF3D7_0530500.1";2,877818;0,597424;1,424557;2,489877;12,507551;10,364924;4,644841
"PF3D7_0530600.1";40,960006;23,332505;19,60056;11,947882;67,195055;193,059859;36,747655
"PF3D7_0530700.1";37,894135;97,135582;60,980411;4,243319;72,755369;84,138533;5,889878
"PF3D7_0530800.1";5,155304;5,377252;46,478941;29,410706;665,12653;2155,296;250,237356
"PF3D7_0530900.1";3,77902;1,614072;29,466743;140,894422;8,048425;28,055233;23,199446
"PF3D7_0531000.1";6,932797;11,912844;35,82318;42,127654;13,890052;33,563964;16,216538
"PF3D7_0531100.1";4,044989;1,42935;16,071515;58,311367;11,490231;59,54829;10,215922
"PF3D7_0531200.1";3,439853;8,348164;17,345152;14,379955;90,674223;244,793144;4,872806
"PF3D7_0531300.1";4,180814;1,493555;34,716894;72,737876;64,706658;206,99841;6,884507
"PF3D7_0531400.1";18,048675;25,534358;16,133707;14,213336;8,642936;28,699287;2,675991
"PF3D7_0532100.1";3052,859149;22550,0852;10018,93046;4113,987159;1286,833027;120,204078;134,861834
"PF3D7_0532200.1";20,893092;17,240607;35,922291;49,474725;27,738811;462,432166;5,220407
"PF3D7_0532300.1";269,052912;1646,780237;104,799085;5,927358;10,819125;3,933338;14,827669
"PF3D7_0532400.1";166,719211;1038,081044;221,352888;50,558629;3,498458;5,179812;15,271375
"PF3D7_0532500.1";15,94877;114,588145;30,171821;17,280153;7,087984;8,641059;0
"PF3D7_0532600.1";7,746526;159,029593;77,925038;4,548058;24,428324;5,380586;0
"PF3D7_0532700.1";2,227967;0,496938;1,032931;0;0,48536;0,662679;0
"PF3D7_0532800.1";7,360197;0,934853;2,425194;0;0,646031;1,70576;0
"PF3D7_0532900.1";2,445779;1,555203;4,452366;0;0,472619;0,00037;0
"PF3D7_0533000.1";11,400129;13,998128;15,399222;25,494985;518,674393;691,999887;0
"PF3D7_0533100.1";4,022572;5,927533;33,651782;16,115172;4,225436;0,995606;3,037451
"PF3D7_0600100.1";2,713118;0,246782;0;0;0;1,395975;0
"PF3D7_0600200.1";1,638902;0,582185;0,698678;1,024079;0,703554;0,485358;0
"PF3D7_0600300.1";0,273584;12,406369;2,256883;3,141443;10,702036;3,879728;0
"PF3D7_0600400.1";0,670971;0,511558;0;0;0,000143;0,583699;0
"PF3D7_0600500.1";3,247649;23,088088;7,930548;0,774411;5,425839;0,28438;0
"PF3D7_0600600.1";5,019557;19,604454;139,359753;164,910593;21,343533;3,973515;0
"PF3D7_0600700.1";1,055755;5,839665;0,179633;0,244133;0,293312;1,573264;1,460656
"PF3D7_0600800.1";1,289678;2,257059;0,078024;0,002382;0;0,23018;1,97008
"PF3D7_0600900.1";3,160751;0,278281;0,455031;0;3,718958;0,044345;0
"PF3D7_0601000.1";21,380239;1,727815;1,945172;0,151827;3,835482;7,548588;0
"PF3D7_0601100.1";3,61349;1,598939;0,005341;0;0;0,258677;0
"PF3D7_0601200.1";0,221752;164,514317;15,179867;0;2,134536;0,001502;9,531088
"PF3D7_0601300.1";12,208101;1,275879;0;0;23,59841;55,01505;0
"PF3D7_0601400.1";6,927873;3,522747;1,415399;0;1,605694;0,005038;0
"PF3D7_0601500.1";1,710454;7,012312;3,478609;0;2,983222;5,171864;0
"PF3D7_0601600.1";3,510862;4,66761;21,217705;73,562335;56,561716;477,916829;0
"PF3D7_0601700.1";5,332747;14,029454;9,198303;2,385009;23,503804;51,274845;4,925886
"PF3D7_0601900.1";825,715097;1378,673747;457,252022;79,56236;1203,977057;702,606268;37,027798
"PF3D7_0602000.1";4,898859;6,98739;22,31482;8,445266;14,563714;104,054571;88,229168
